,api_element,cq,suggest_sen,kwd
145,Locale.Builder.setScript(String script),Did you cause the error java.util.IllformedLocaleException?, - if script is ill-formed you will cause the error java.util.IllformedLocaleException.,['java.util.IllformedLocaleException']
146,Character.UnicodeScript.valueOf(String name),Did you cause the error java.lang.IllegalArgumentException?, - if this enum type has no constant with the specified name you will cause the error java.lang.IllegalArgumentException.,['java.lang.IllegalArgumentException']
147,Character.UnicodeScript.valueOf(String name),Did you cause the error java.lang.NullPointerException?, - if the argument is null you will cause the error java.lang.NullPointerException.,['java.lang.NullPointerException']
148,AutoCloseable.close(),Did you cause the error java.lang.Exception?, - if this resource cannot be closed you will cause the error java.lang.Exception.,['java.lang.Exception']
149,UUID.timestamp(),Did you cause the error java.lang.UnsupportedOperationException?, - If this UUID is not a version 1 UUID you will cause the error java.lang.UnsupportedOperationException.,['java.lang.UnsupportedOperationException']
150,ClassLoader.findResources(String name),Did you cause the error java.io.IOException?, - If I/O errors occur you will cause the error java.io.IOException.,['java.io.IOException']
151,Scanner.hasNextLong(),Did you cause the error java.lang.IllegalStateException?, - if this scanner is closed you will cause the error java.lang.IllegalStateException.,['java.lang.IllegalStateException']
152,Class.cast(Object obj),Did you cause the error java.lang.ClassCastException?, - if the object is not null and is not assignable to the type T. you will cause the error java.lang.ClassCastException.,['java.lang.ClassCastException']
153,BitSet.nextClearBit(int fromIndex),Did you cause the error java.lang.IndexOutOfBoundsException?, - if the specified index is negative you will cause the error java.lang.IndexOutOfBoundsException.,['java.lang.IndexOutOfBoundsException']
154,StringJoiner.setEmptyValue(CharSequence emptyValue),Did you cause the error java.lang.NullPointerException?, - when the emptyValue parameter is null you will cause the error java.lang.NullPointerException.,['java.lang.NullPointerException']
155,Spliterators.iterator(Spliterator<? extends T> spliterator),Did you cause the error java.lang.NullPointerException?, - if the given spliterator is null you will cause the error java.lang.NullPointerException.,['java.lang.NullPointerException']
156,ListIterator.add(E e),Did you cause the error java.lang.UnsupportedOperationException?, - if the add method is not supported by this list iterator you will cause the error java.lang.UnsupportedOperationException.,['java.lang.UnsupportedOperationException']
157,ListIterator.add(E e),Did you cause the error java.lang.ClassCastException?, - if the class of the specified element prevents it from being added to this list you will cause the error java.lang.ClassCastException.,['java.lang.ClassCastException']
158,ListIterator.add(E e),Did you cause the error java.lang.IllegalArgumentException?, - if some aspect of this element prevents it from being added to this list you will cause the error java.lang.IllegalArgumentException.,['java.lang.IllegalArgumentException']
159,"List.subList(int fromIndex, int toIndex)",Did you cause the error java.lang.IndexOutOfBoundsException?,a view of the specified range within this List you will cause the error java.lang.IndexOutOfBoundsException.,['java.lang.IndexOutOfBoundsException']
160,"List.subList(int fromIndex, int toIndex)",Did you cause the error java.lang.IllegalArgumentException?,IndexOutOfBoundsException - if an endpoint index value is out of range (fromIndex < 0 || toIndex > size) you will cause the error java.lang.IllegalArgumentException.,['java.lang.IllegalArgumentException']
161,"List.subList(int fromIndex, int toIndex)",Did you cause the error java.lang.IndexOutOfBoundsException?,IllegalArgumentException - if the endpoint indices are out of order (fromIndex > toIndex) you will cause the error java.lang.IndexOutOfBoundsException.,['java.lang.IndexOutOfBoundsException']
162,Class.asSubclass(Class<U> clazz),Did you cause the error java.lang.ClassCastException?," - if this Class object does not represent a subclass of the specified class (here ""subclass"" includes the class itself). you will cause the error java.lang.ClassCastException.",['java.lang.ClassCastException']
163,Dictionary.remove(Object key),Did you cause the error java.lang.NullPointerException?, - if key is null. you will cause the error java.lang.NullPointerException.,['java.lang.NullPointerException']
164,"CharSequence.subSequence(int start, int end)",Did you cause the error java.lang.IndexOutOfBoundsException?,the specified subsequence. you will cause the error java.lang.IndexOutOfBoundsException.,['java.lang.IndexOutOfBoundsException']
165,"CharSequence.subSequence(int start, int end)",Did you cause the error java.lang.IndexOutOfBoundsException?," - if start or end are negative, if end is greater than length(), or if start is greater than end you will cause the error java.lang.IndexOutOfBoundsException.",['java.lang.IndexOutOfBoundsException']
166,Scanner.useRadix(int radix),Did you cause the error java.lang.IllegalArgumentException?, - if radix is out of range you will cause the error java.lang.IllegalArgumentException.,['java.lang.IllegalArgumentException']
167,Currency.getInstance(String currencyCode),Did you cause the error java.lang.NullPointerException?, - if currencyCode is null you will cause the error java.lang.NullPointerException.,['java.lang.NullPointerException']
168,Currency.getInstance(String currencyCode),Did you cause the error java.lang.IllegalArgumentException?, - if currencyCode is not a supported ISO 4217 code. you will cause the error java.lang.IllegalArgumentException.,['java.lang.IllegalArgumentException']
169,Locale.Builder.setLanguage(String language),Did you cause the error java.util.IllformedLocaleException?, - if language is ill-formed you will cause the error java.util.IllformedLocaleException.,['java.util.IllformedLocaleException']
170,Map.Entry.getKey(),Did you cause the error java.lang.IllegalStateException?," - implementations may, but are not required to, throw this exception if the entry has been removed from the backing map. you will cause the error java.lang.IllegalStateException.",['java.lang.IllegalStateException']
171,Scanner.skip(Pattern pattern),Did you cause the error java.util.NoSuchElementException?, - if the specified pattern is not found you will cause the error java.util.NoSuchElementException.,['java.util.NoSuchElementException']
172,Scanner.skip(Pattern pattern),Did you cause the error java.lang.IllegalStateException?, - if this scanner is closed you will cause the error java.lang.IllegalStateException.,['java.lang.IllegalStateException']
173,Properties.load(Reader reader),Did you cause the error java.io.IOException?, - if an error occurred when reading from the input stream. you will cause the error java.io.IOException.,['java.io.IOException']
174,Properties.load(Reader reader),Did you cause the error java.lang.IllegalArgumentException?, - if a malformed Unicode escape appears in the input. you will cause the error java.lang.IllegalArgumentException.,['java.lang.IllegalArgumentException']
175,ClassLoader.loadClass(String name),Did you cause the error java.lang.ClassNotFoundException?, - If the class was not found you will cause the error java.lang.ClassNotFoundException.,['java.lang.ClassNotFoundException']
